"pitches","player_id","player_name","total_pitches","pitch_percent","ba","iso","babip","slg","woba","xwoba","xba","hits","abs","launch_speed","launch_angle","spin_rate","velocity","effective_speed","whiffs","swings","takes","eff_min_vel","release_extension","pos3_int_start_distance","pos4_int_start_distance","pos5_int_start_distance","pos6_int_start_distance","pos7_int_start_distance","pos8_int_start_distance","pos9_int_start_distance"
"100",592836,"Taijuan Walker","884","11.3","0.391","0.000","0.391","0.391","0.393","0.422","0.400","9","23","84.1","9.5","2050","93.1","92.81","5","43","56","-0.3","6.17","108","155","120","147","294","318","289"
"99",630023,"Yonny Chirinos","190","52.1","0.321","0.179","0.364","0.500","0.387","0.417","0.359","9","28","89.3","17.5","2196","93.2","92.78","11","53","44","-0.4","6.13","107","157","116","147","295","317","295"
"99",605240,"Jace Fry","339","29.2","0.160","0.120","0.176","0.280","0.220","0.289","0.231","4","25","88.9","-1.2","2202","89.7","88.07","12","44","55","-1.6","5.26","109","150","115","149","293","321","300"
"98",642701,"Dennis Santana","284","34.5","0.273","0.182","0.278","0.455","0.375","0.379","0.289","6","22","86.8","0.3","2370","94.3","92.46","7","46","51","-1.8","5.83","112","157","118","146","299","318","287"
"97",592169,"Austin Brice","359","27.0","0.296","0.222","0.333","0.519","0.392","0.356","0.284","8","27","91.4","4.7","2083","93.5","92.16","7","43","53","-1.3","5.48","111","151","119","147","287","322","288"
"97",659275,"Dinelson Lamet","1046","9.3","0.115","0.115","0.080","0.231","0.163","0.382","0.293","3","26","94.2","24.7","2442","97.0","96.55","1","45","51","-0.4","6.12","121","151","133","148","299","329","313"
"97",642528,"Jonathan Loaisiga","394","24.6","0.333","0.185","0.348","0.519","0.378","0.336","0.301","9","27","81.4","-2.5","2336","96.3","96.40","8","55","42","0.1","6.43","105","149","119","146","293","318","284"
"97",592254,"Jose De Leon","140","69.3","0.462","0.231","0.714","0.692","0.562","0.531","0.401","6","13","83.6","23.8","2107","95.0","96.04","13","37","60","1.0","6.81","109","152","116","151","292","319","287"
"95",594986,"Kyle Ryan","268","35.4","0.150","0.050","0.188","0.200","0.219","0.251","0.194","3","20","83.6","-7.4","1863","87.4","88.26","6","39","55","0.9","6.63","113","158","118","151","297","325","298"
"93",656322,"Sam Coonrod","297","31.3","0.348","0.043","0.381","0.391","0.385","0.337","0.273","8","23","84.5","2.0","2075","97.6","97.78","6","40","52","0.2","6.32","108","153","117","146","303","318","286"
"93",607231,"John Gant","240","38.8","0.182","0.000","0.222","0.182","0.203","0.220","0.186","4","22","88.8","-6.0","2464","93.8","93.65","5","38","55","-0.1","6.29","108","150","113","147","302","324","300"
